product_id,product_name,category,sub_category,brand,price,cost,weight_kg,rating,review_count,is_active,created_date
489,Function-based tangible pricing structure,Sports & Outdoors,Camping & Hiking,Nelson PLC,343.5,188.74,24.48,4.6,38,True,2022-09-16
490,Function-based upward-trending budgetary management,Books,Textbooks,"Snyder, Adkins and Ortiz",36.32,17.0,5.37,3.8,145,False,2022-04-20
491,Streamlined coherent system engine,Clothing,Kids' Clothing,Lamb Inc,164.67,86.75,15.05,4.3,94,True,2022-04-18
492,Fundamental tangible approach,Food & Gourmet,Snacks,"Simon, Lang and Robles",29.82,16.73,16.52,3.2,96,True,2022-08-12
493,Persistent needs-based collaboration,Toys & Games,Dolls,"Morgan, Smith and Smith",149.2,87.94,12.22,2.3,115,True,2022-11-10
494,Expanded systemic Graphic Interface,Clothing,Kids' Clothing,"Murray, Keith and Perkins",58.19,22.21,2.0,3.2,31,True,2022-08-03
495,Configurable impactful architecture,Books,Children's,"Miller, Evans and Pierce",68.88,29.5,20.86,3.3,349,True,2022-07-07
496,Networked didactic portal,Electronics,Smart Home,"Howard, Mcintyre and Lee",1219.52,713.3,23.6,4.0,144,True,2022-03-26
497,Synchronized even-keeled portal,Food & Gourmet,Pantry Staples,"Smith, Ashley and Smith",32.68,18.16,10.5,2.7,76,True,2022-11-29
498,Persistent methodical encryption,Sports & Outdoors,Water Sports,"Brooks, Dominguez and Macias",343.8,185.33,21.94,3.8,98,True,2022-03-23
499,Grass-roots hybrid analyzer,Clothing,Shoes,Smith Group,178.1,81.6,10.11,4.0,113,True,2022-10-11
500,Fully-configurable bottom-line approach,Electronics,Cameras,Smith PLC,1703.85,1127.15,11.41,3.6,97,True,2022-01-21
501,Re-contextualized well-modulated matrices,Home & Garden,Decor,Mcdonald Inc,14.62,7.62,21.86,4.2,111,True,2022-07-31
502,Self-enabling dynamic intranet,Beauty & Personal Care,Bath & Body,Sutton and Sons,77.5,28.86,23.62,4.2,617,True,2022-02-15
503,Self-enabling zero-defect conglomeration,Electronics,Tablets,"Murphy, Hayes and Barrett",273.97,194.14,23.16,5.0,426,True,2022-11-08
504,Programmable full-range toolset,Clothing,Men's Wear,"Jacobson, Pruitt and White",22.97,9.89,1.43,4.1,252,True,2022-04-22
505,Balanced bottom-line Graphical User Interface,Sports & Outdoors,Cycling,Hughes and Sons,499.56,295.32,13.68,2.8,60,True,2022-04-28
506,User-friendly tertiary time-frame,Sports & Outdoors,Water Sports,James-Wallace,21.37,14.76,15.16,5.0,66,True,2022-09-06
507,Team-oriented impactful challenge,Clothing,Kids' Clothing,Wilkinson-Young,54.38,24.51,16.4,5.0,103,True,2022-07-05
508,Reverse-engineered secondary complexity,Books,Comics & Graphic Novels,Craig-Thomas,33.66,15.98,19.99,4.2,200,True,2022-06-02
509,Ergonomic local project,Clothing,Women's Wear,Marshall-Smith,172.38,68.42,13.0,4.0,375,True,2022-04-15
510,Right-sized context-sensitive approach,Beauty & Personal Care,Skincare,Castro-Olson,123.49,41.06,11.5,3.8,94,True,2022-12-20
511,Assimilated attitude-oriented firmware,Food & Gourmet,Organic,Hernandez-Hoover,7.26,5.0,15.03,3.2,847,True,2022-03-24
512,Diverse bifurcated database,Clothing,Shoes,"Fox, Frank and Baker",16.22,8.14,4.2,2.2,384,True,2022-07-13
513,Assimilated contextually-based methodology,Electronics,Tablets,"Reid, Kline and Martinez",747.99,471.67,20.1,5.0,200,True,2022-01-11
514,Cloned zero tolerance leverage,Clothing,Men's Wear,Lee Ltd,34.22,16.26,23.06,3.1,245,True,2022-01-27
515,Reduced stable algorithm,Beauty & Personal Care,Hair Care,Arroyo Group,17.57,5.49,22.98,3.6,75,True,2022-06-21
516,Switchable stable framework,Books,Fiction,Huffman-Schmidt,21.31,10.01,23.69,2.6,175,True,2022-12-14
517,Realigned leadingedge help-desk,Toys & Games,Outdoor Play,"Frederick, Schmidt and Thompson",66.7,33.65,16.5,4.3,108,True,2022-08-15
518,Adaptive fault-tolerant matrices,Books,Children's,"Bass, Diaz and Barrett",60.56,27.66,9.77,3.3,53,True,2022-05-05
519,Profit-focused multi-state contingency,Sports & Outdoors,Team Sports,Harris-Petty,519.34,267.71,23.24,5.0,59,True,2022-10-15
520,Upgradable bi-directional extranet,Clothing,Shoes,Dalton LLC,186.36,86.3,16.58,4.0,53,True,2022-04-04
521,Phased radical task-force,Books,Children's,Pineda Group,52.91,23.1,24.79,4.8,59,True,2022-04-12
522,Down-sized systematic capability,Sports & Outdoors,Team Sports,Fisher Group,407.93,251.3,13.4,4.2,136,True,2022-09-01
523,Integrated cohesive projection,Books,Children's,Long-Jenkins,65.16,29.93,18.64,4.2,61,True,2022-10-27
524,Business-focused coherent encryption,Clothing,Kids' Clothing,Eaton LLC,190.62,94.86,2.77,3.0,110,True,2022-04-05
525,Ameliorated client-server artificial intelligence,Home & Garden,Kitchen,Chan-Frost,822.88,383.89,3.23,3.1,88,True,2022-06-30
526,Distributed methodical service-desk,Clothing,Men's Wear,"Reyes, Wilson and Garcia",55.73,26.77,20.46,4.5,68,True,2022-11-26
527,Persevering upward-trending hardware,Beauty & Personal Care,Hair Care,"Rasmussen, Moore and Cross",18.49,6.7,20.2,2.5,43,True,2022-06-01
528,Ameliorated tertiary open system,Home & Garden,Garden Tools,"Mcdaniel, Flores and Carey",693.6,319.07,3.17,3.4,46,True,2022-08-16
529,Mandatory hybrid portal,Books,Textbooks,Mckenzie-Gomez,79.7,45.25,4.42,4.3,154,True,2022-03-18
530,Public-key neutral instruction set,Electronics,Smartphones,"Turner, Cain and Luna",1119.92,762.62,24.51,2.8,185,True,2022-11-17
531,Synergistic directional product,Books,Textbooks,Hogan Group,68.56,34.62,17.59,4.6,1254,True,2022-05-12
532,Re-contextualized eco-centric matrices,Beauty & Personal Care,Bath & Body,Ellis-Collins,51.64,17.72,8.31,4.4,117,True,2023-01-01
533,Advanced bi-directional attitude,Electronics,Cameras,Knight Inc,772.23,437.07,22.55,3.3,87,True,2022-10-13
534,Balanced composite service-desk,Books,Children's,Jones LLC,18.05,10.68,1.34,3.4,50,True,2022-07-24
535,Secured leadingedge capability,Books,Children's,Cervantes-Goodman,66.51,36.5,11.02,4.5,107,True,2022-04-07
536,Re-engineered high-level paradigm,Electronics,Laptops,"Escobar, Butler and Davis",48.59,36.29,3.07,3.8,180,True,2022-10-07
537,Programmable optimal core,Toys & Games,Board Games,Allison-Webb,110.58,62.06,11.45,3.8,106,False,2022-02-16
538,Realigned bottom-line architecture,Home & Garden,Garden Tools,Rice-Hammond,547.81,321.33,16.03,3.2,85,True,2022-05-17
539,Re-contextualized dedicated interface,Clothing,Shoes,Sanchez and Sons,63.49,23.66,11.22,4.0,87,True,2022-01-28
540,Customer-focused zero-defect knowledgebase,Clothing,Kids' Clothing,Jenkins Ltd,191.15,76.48,9.53,3.7,30,True,2022-10-13
541,Versatile bi-directional process improvement,Clothing,Kids' Clothing,Keith Inc,33.81,12.12,15.47,4.6,125,False,2022-10-09
542,Versatile value-added orchestration,Beauty & Personal Care,Skincare,Mccoy Group,97.1,27.85,8.39,3.4,136,True,2022-01-08
543,Re-engineered bottom-line knowledgebase,Clothing,Women's Wear,"Lopez, Clarke and Blankenship",171.23,65.94,7.4,4.9,201,True,2022-10-12
544,Right-sized asynchronous definition,Books,Children's,Ayers Ltd,38.17,15.67,9.56,3.1,116,True,2022-06-26
545,Customer-focused discrete Internet solution,Home & Garden,Kitchen,"Randall, West and Kramer",764.17,417.22,12.94,4.8,260,False,2022-01-26
546,Programmable directional hierarchy,Food & Gourmet,Gourmet & Specialty,Stephenson-Torres,35.92,22.44,2.37,2.4,92,True,2022-02-20
547,Streamlined asymmetric frame,Toys & Games,Outdoor Play,"Mora, Leonard and Neal",25.5,10.53,17.13,3.9,38,True,2022-03-31
548,Diverse grid-enabled application,Books,Non-Fiction,Sanchez LLC,67.24,30.52,24.86,5.0,88,False,2022-12-24
549,Enterprise-wide 4thgeneration process improvement,Clothing,Women's Wear,"Cherry, Nunez and Smith",106.09,44.85,8.95,3.6,12,True,2022-03-25
550,Customer-focused client-driven system engine,Home & Garden,Furniture,Hodge and Sons,552.75,298.6,9.78,4.5,77,True,2022-06-11
551,Re-contextualized regional workforce,Sports & Outdoors,Camping & Hiking,"Harrison, Anderson and Mills",211.84,144.17,16.51,2.8,136,False,2022-08-25
552,Inverse scalable neural-net,Clothing,Accessories,Wheeler LLC,221.76,97.59,0.53,4.2,86,True,2022-08-24
553,Implemented coherent software,Clothing,Shoes,Lee Inc,101.89,42.88,14.48,4.1,57,True,2022-08-29
554,Quality-focused human-resource project,Clothing,Women's Wear,Robinson Ltd,231.53,117.75,9.59,3.4,111,True,2022-04-17
555,Automated object-oriented framework,Books,Comics & Graphic Novels,Elliott-Mann,24.6,11.1,20.95,3.6,113,True,2022-02-06
556,Grass-roots intermediate application,Home & Garden,Decor,Jones Inc,748.89,455.6,13.48,4.2,487,True,2022-05-02
557,Upgradable interactive hardware,Clothing,Women's Wear,Spencer Ltd,47.49,21.72,22.3,3.9,77,True,2022-12-30
558,Optional systemic ability,Clothing,Shoes,Patel-Barnes,15.16,8.15,16.11,2.8,190,True,2022-09-24
559,Decentralized composite forecast,Toys & Games,Board Games,"Sullivan, Boone and Carr",35.24,15.88,21.16,3.6,108,True,2022-10-08
560,User-friendly analyzing forecast,Home & Garden,Furniture,Cowan Group,286.37,128.87,20.75,3.7,34,True,2022-01-06
561,Focused attitude-oriented utilization,Home & Garden,Furniture,Garcia-Orr,489.49,266.09,5.88,3.8,74,True,2022-12-13
562,Persistent logistical algorithm,Books,Comics & Graphic Novels,Dominguez PLC,74.13,31.73,24.36,3.8,117,True,2022-08-22
563,Innovative web-enabled circuit,Sports & Outdoors,Water Sports,"Andrews, Thompson and Vaughn",568.09,303.23,19.4,3.9,89,True,2022-08-31
564,Operative zero administration toolset,Books,Comics & Graphic Novels,Stevenson Group,16.62,9.02,21.9,4.0,97,True,2022-05-11
565,Programmable grid-enabled approach,Clothing,Men's Wear,"Pratt, Robinson and Hubbard",222.86,109.17,6.72,2.9,91,True,2022-04-15
566,Operative bi-directional ability,Books,Fiction,"Wood, Howell and Clayton",30.36,17.55,22.63,1.9,38,True,2022-04-02
567,Right-sized national framework,Books,Fiction,"West, Williams and Reed",61.65,28.44,17.72,4.3,27,True,2022-02-16
568,Vision-oriented eco-centric frame,Electronics,Headphones,"Hoffman, Gutierrez and Anderson",886.41,618.57,8.56,4.4,130,True,2022-05-31
569,Decentralized local Graphic Interface,Toys & Games,Dolls,Logan Ltd,154.86,71.04,2.72,4.0,464,True,2022-12-06
570,Multi-lateral zero administration circuit,Food & Gourmet,Gourmet & Specialty,Hamilton Ltd,31.02,21.92,13.3,3.2,24,True,2022-07-04
571,Secured uniform forecast,Electronics,Laptops,"Porter, Cook and Clarke",816.49,599.77,0.19,4.6,291,True,2022-12-30
572,Proactive mobile infrastructure,Sports & Outdoors,Cycling,"Nelson, Miles and Morgan",534.15,301.56,16.74,3.1,50,True,2022-03-30
573,Grass-roots didactic orchestration,Sports & Outdoors,Cycling,"Booth, Contreras and Anderson",175.89,117.28,22.89,4.5,73,True,2022-10-14
574,Cross-group zero-defect service-desk,Clothing,Women's Wear,"Graham, Mckay and Riley",185.18,91.35,3.59,3.1,77,True,2022-11-21
575,Cross-platform uniform alliance,Toys & Games,Board Games,"King, Jackson and Harrington",168.63,97.55,12.71,4.0,16,True,2022-05-27
576,Profit-focused actuating policy,Toys & Games,Dolls,Vargas LLC,129.49,62.94,6.52,4.1,199,True,2022-08-15
577,Advanced intangible knowledge user,Home & Garden,Furniture,Robinson-Rhodes,661.55,353.09,13.65,3.4,111,True,2022-09-03
578,Streamlined 4thgeneration structure,Clothing,Kids' Clothing,Butler-Donaldson,64.99,24.58,4.68,4.3,12,True,2022-04-12
579,Re-engineered hybrid policy,Clothing,Kids' Clothing,"Mills, Cook and Blake",111.87,60.32,3.6,3.4,26,True,2022-10-29
580,Focused client-driven intranet,Toys & Games,Outdoor Play,Daniels Inc,192.78,99.9,5.68,3.7,126,True,2022-10-16
581,Down-sized directional service-desk,Sports & Outdoors,Camping & Hiking,Villa-Vincent,560.21,308.53,8.52,4.4,78,True,2022-02-27
582,Object-based regional forecast,Clothing,Women's Wear,Long-Ramirez,117.33,46.9,11.89,4.8,130,True,2022-12-27
583,Profit-focused optimal hierarchy,Electronics,Smartphones,Dixon PLC,635.66,465.12,14.94,3.0,112,True,2022-11-18
584,Down-sized non-volatile approach,Toys & Games,Educational,"Merritt, Ruiz and Hull",199.29,89.1,0.32,3.4,9,True,2022-01-26
585,Centralized dedicated utilization,Toys & Games,Educational,"Young, Velasquez and Clarke",162.8,94.46,21.79,3.5,1274,True,2022-11-25
586,Optional mission-critical customer loyalty,Beauty & Personal Care,Makeup,"Mckee, Richards and Brown",38.24,9.63,22.22,4.3,80,True,2022-05-24
587,Synchronized regional knowledgebase,Clothing,Men's Wear,Baker-Mendez,199.26,77.59,12.87,3.4,196,True,2022-04-20
588,Synergistic 6thgeneration groupware,Clothing,Accessories,Jones-Howard,59.24,23.64,0.64,2.5,236,True,2022-01-16
589,Devolved multimedia instruction set,Electronics,Cameras,Thomas-Villa,1319.11,988.15,10.5,4.1,65,True,2022-10-18
590,Virtual asynchronous Graphic Interface,Sports & Outdoors,Team Sports,"Shepherd, Gross and Small",503.39,283.7,5.92,2.9,122,True,2022-08-23
591,Advanced optimal extranet,Beauty & Personal Care,Skincare,Morgan-Cruz,99.32,37.49,19.76,1.5,53,True,2022-06-25
592,Right-sized user-facing protocol,Sports & Outdoors,Exercise Equipment,Guzman-Schultz,415.73,280.21,2.95,3.8,161,False,2022-04-18
593,Object-based modular help-desk,Toys & Games,Outdoor Play,"Bell, Warner and Hardy",175.59,97.79,21.25,3.6,94,True,2022-12-30
594,Profound clear-thinking portal,Clothing,Shoes,"Woods, Wilson and Wright",136.72,69.06,23.2,4.1,156,True,2022-10-10
595,User-friendly client-driven paradigm,Books,Fiction,Schmidt Inc,70.04,37.33,21.56,4.3,100,True,2022-02-25
596,Balanced demand-driven initiative,Electronics,Smart Home,Fischer-Williamson,332.46,189.35,21.11,3.4,115,True,2022-09-28
597,Centralized didactic secured line,Sports & Outdoors,Camping & Hiking,"Petersen, Jennings and Lucas",398.28,219.01,2.96,4.2,42,True,2022-02-20
598,Robust coherent capability,Books,Textbooks,Kelly PLC,36.26,15.31,23.67,4.3,61,True,2022-12-19
599,Triple-buffered tangible monitoring,Food & Gourmet,Gourmet & Specialty,"Peck, Jones and Palmer",16.02,11.47,12.21,5.0,16,True,2022-07-12
600,Customer-focused mission-critical methodology,Books,Comics & Graphic Novels,Webb Group,10.16,4.83,4.15,4.1,10,True,2022-10-27
601,Stand-alone empowering moratorium,Electronics,Smart Home,Black-Wilson,196.3,142.9,9.67,2.9,244,True,2022-09-10
602,Multi-lateral maximized hub,Sports & Outdoors,Team Sports,Herrera Ltd,161.97,95.26,15.66,3.9,82,True,2022-06-20
603,Secured 4thgeneration structure,Toys & Games,Action Figures,Cross Ltd,60.68,28.42,14.39,3.3,18,True,2022-10-06
604,Visionary national knowledge user,Home & Garden,Kitchen,"Jones, Wells and Smith",367.09,203.66,1.04,3.6,19,True,2022-09-17
605,Face-to-face hybrid infrastructure,Food & Gourmet,Gourmet & Specialty,"Cunningham, Garrett and Rodgers",32.25,17.87,21.32,4.7,31,True,2022-04-26
606,Total holistic instruction set,Books,Children's,Smith-Krause,35.47,21.2,13.95,2.8,136,False,2022-10-27
607,Cross-platform mission-critical data-warehouse,Books,Children's,White-Woodard,23.88,10.92,18.13,2.2,80,True,2022-01-27
608,User-centric dynamic middleware,Food & Gourmet,Snacks,Russo LLC,14.56,9.42,8.21,3.7,32,True,2022-07-15
609,Stand-alone eco-centric strategy,Home & Garden,Garden Tools,"Smith, Nelson and Santana",682.36,381.77,2.91,4.1,67,True,2022-09-22
610,Customer-focused bi-directional software,Clothing,Shoes,Houston-Bowen,219.46,78.22,11.5,4.3,26,False,2022-10-02
611,Networked attitude-oriented intranet,Electronics,Smart Home,Padilla-English,1416.56,784.8,16.14,4.3,29,True,2022-02-13
612,User-friendly even-keeled capability,Home & Garden,Bedding,Garner-Olson,830.0,476.88,5.13,4.4,53,True,2022-02-03
613,Synchronized leadingedge matrices,Clothing,Men's Wear,Smith-Walker,203.3,101.33,8.94,3.8,67,True,2022-02-11
614,Triple-buffered cohesive secured line,Food & Gourmet,Organic,Johnson Inc,43.62,25.21,21.79,3.5,126,True,2022-09-26
615,Switchable radical service-desk,Electronics,Tablets,"Brown, Martinez and Maddox",1559.58,901.95,9.36,4.5,53,True,2022-07-20
616,Enhanced actuating array,Sports & Outdoors,Water Sports,Velasquez LLC,379.77,241.93,10.76,3.6,57,True,2022-06-30
617,Diverse multi-tasking success,Toys & Games,Educational,Robinson PLC,78.87,46.14,11.93,3.1,33,True,2022-10-31
618,Extended optimal pricing structure,Clothing,Men's Wear,Cook PLC,179.9,63.91,11.54,3.8,332,True,2022-02-10
619,Synergistic asymmetric task-force,Sports & Outdoors,Cycling,"Jones, Hammond and Powell",516.12,280.85,2.91,3.3,62,True,2022-07-07
620,Managed disintermediate alliance,Beauty & Personal Care,Makeup,Hernandez-Kemp,30.93,13.18,18.35,4.9,191,True,2022-05-31
621,Implemented impactful circuit,Clothing,Men's Wear,Conley-Woodard,76.1,31.44,21.43,4.7,237,True,2022-11-12
622,Polarized upward-trending budgetary management,Home & Garden,Decor,Mitchell Ltd,64.56,30.41,11.72,4.0,131,True,2022-12-26
623,User-centric bandwidth-monitored policy,Home & Garden,Garden Tools,Hall Group,888.46,484.4,8.52,3.5,53,True,2022-07-02
624,Cross-group reciprocal policy,Clothing,Shoes,Clayton PLC,131.79,48.19,2.46,4.1,69,True,2022-08-08
625,Multi-layered attitude-oriented projection,Home & Garden,Decor,Fisher and Sons,506.21,259.44,15.16,3.8,51,True,2022-03-16
626,Versatile upward-trending analyzer,Clothing,Shoes,Orozco LLC,123.21,59.39,7.75,4.3,53,True,2022-12-28
627,Streamlined hybrid parallelism,Home & Garden,Garden Tools,"Bass, Dillon and Garcia",353.26,164.69,15.35,4.4,223,True,2022-10-09
628,Decentralized user-facing adapter,Home & Garden,Bedding,"Johnson, Peters and Mcdaniel",629.56,333.22,21.28,3.2,64,True,2022-12-02
629,Face-to-face directional monitoring,Toys & Games,Outdoor Play,Pineda-Trujillo,109.96,65.86,4.63,3.5,31,True,2022-05-21
630,Horizontal incremental benchmark,Toys & Games,Board Games,"Guerra, Carpenter and Miller",155.51,87.82,20.61,3.4,101,True,2022-09-11
631,Realigned multimedia solution,Clothing,Shoes,Payne-Cowan,172.29,86.06,22.9,4.6,83,True,2022-10-26
632,Fully-configurable 3rdgeneration ability,Beauty & Personal Care,Bath & Body,"Decker, Hernandez and Lewis",77.64,20.84,13.46,4.4,144,True,2022-11-30
633,Reverse-engineered context-sensitive paradigm,Home & Garden,Garden Tools,Scott-Hoffman,138.26,63.35,14.47,4.0,60,True,2022-05-18
634,Centralized local artificial intelligence,Home & Garden,Kitchen,Huffman Inc,42.02,26.14,24.0,3.1,11,True,2022-06-22
635,Operative bifurcated infrastructure,Clothing,Shoes,"Braun, Martinez and Martin",146.49,80.09,14.8,3.0,55,True,2022-04-21
636,Synchronized demand-driven productivity,Electronics,Headphones,Gray-Brooks,1293.74,880.02,17.6,4.1,33,True,2022-01-01
637,Proactive explicit throughput,Sports & Outdoors,Exercise Equipment,Rivera-Cline,282.42,168.3,10.08,3.6,88,True,2022-09-26
638,Secured global portal,Home & Garden,Decor,"Gray, Pennington and Harvey",258.07,128.05,17.73,5.0,387,True,2022-02-25
639,Networked radical time-frame,Sports & Outdoors,Exercise Equipment,Stevens Group,371.39,202.58,21.61,3.8,56,True,2022-09-08
640,Horizontal analyzing time-frame,Books,Children's,James Group,77.79,36.44,15.76,4.5,31,False,2022-01-05
641,Multi-channeled global archive,Toys & Games,Outdoor Play,Fischer and Sons,88.12,42.17,6.78,3.8,102,True,2022-04-26
642,Managed neutral productivity,Clothing,Accessories,Martin Ltd,25.91,12.21,10.59,3.1,1424,True,2022-01-10
643,Operative mobile protocol,Books,Comics & Graphic Novels,Morris Group,65.37,35.78,9.76,3.4,24,True,2022-10-17
644,Front-line 24/7 definition,Electronics,Smartphones,Martin Group,1731.67,1032.91,11.97,4.3,161,True,2022-03-04
645,Devolved regional installation,Sports & Outdoors,Water Sports,Reed and Sons,520.35,275.66,15.89,5.0,43,True,2022-12-31
646,Up-sized foreground Graphic Interface,Clothing,Women's Wear,Romero Ltd,62.48,24.83,19.37,4.7,170,True,2022-02-11
647,Public-key cohesive instruction set,Clothing,Women's Wear,"Peterson, Wilson and Klein",77.03,38.43,9.28,5.0,102,True,2022-04-10
648,Vision-oriented even-keeled capacity,Sports & Outdoors,Exercise Equipment,Wilson Inc,446.4,278.28,24.3,3.0,24,True,2022-05-26
649,Pre-emptive context-sensitive migration,Books,Fiction,"Hughes, Martinez and Edwards",9.56,4.6,24.35,3.8,119,True,2022-04-12
650,Focused fault-tolerant approach,Beauty & Personal Care,Hair Care,Baker-Ortiz,22.97,7.2,13.59,5.0,64,True,2022-08-16
651,Programmable multi-tasking process improvement,Food & Gourmet,Organic,Johnson Inc,9.1,5.73,22.49,3.2,124,True,2022-12-06
652,Mandatory incremental pricing structure,Home & Garden,Decor,Rodriguez-Cruz,772.28,423.69,14.95,4.0,43,True,2022-12-29
653,De-engineered cohesive installation,Home & Garden,Bedding,Petty-Hall,538.57,346.3,9.47,4.7,292,True,2022-12-05
654,Open-architected executive interface,Home & Garden,Decor,Hunter LLC,655.13,391.56,17.04,4.2,133,True,2022-09-23
655,Quality-focused analyzing benchmark,Clothing,Accessories,Jones-Lopez,130.43,62.91,18.04,3.9,538,True,2022-07-01
656,Vision-oriented leadingedge projection,Clothing,Kids' Clothing,"Frank, Fleming and Lee",209.28,86.52,19.29,2.3,47,True,2022-05-14
657,Exclusive interactive middleware,Sports & Outdoors,Team Sports,Thomas Inc,324.67,195.61,9.44,2.0,71,True,2022-01-19
658,Visionary neutral portal,Beauty & Personal Care,Bath & Body,Ibarra Inc,77.31,25.32,8.18,4.0,102,True,2022-05-12
659,Face-to-face non-volatile hardware,Clothing,Kids' Clothing,"Cain, Koch and Mitchell",32.39,15.21,6.94,4.4,95,True,2022-07-31
660,Face-to-face bi-directional initiative,Electronics,Headphones,Moore Inc,577.17,372.32,5.62,3.4,102,True,2022-05-05
661,Synchronized high-level forecast,Home & Garden,Kitchen,Garcia-Larsen,531.3,303.11,14.24,2.4,156,True,2022-09-27
662,Reverse-engineered user-facing success,Sports & Outdoors,Cycling,Hughes-Boone,432.59,242.59,18.49,4.9,75,True,2022-04-03
663,Organic optimizing help-desk,Clothing,Kids' Clothing,Palmer Ltd,71.6,38.23,2.79,2.7,67,True,2022-08-27
664,Profit-focused bandwidth-monitored intranet,Electronics,Laptops,Miller PLC,223.74,164.27,6.9,3.5,240,True,2022-06-22
665,Focused impactful strategy,Sports & Outdoors,Team Sports,"Key, Coleman and Zimmerman",282.15,183.63,19.23,3.1,97,True,2022-11-30
666,Switchable fresh-thinking challenge,Toys & Games,Outdoor Play,Castillo Group,19.04,8.41,14.58,4.0,85,True,2022-07-09
667,Managed tertiary open system,Books,Textbooks,Tanner-Christian,33.83,19.89,17.17,4.6,38,True,2022-08-21
668,Reactive full-range model,Home & Garden,Furniture,Garcia PLC,854.18,413.21,3.03,2.9,145,True,2022-08-10
669,Extended directional alliance,Sports & Outdoors,Team Sports,Stewart-Lewis,230.69,152.09,11.06,3.7,156,True,2022-11-12
670,Down-sized didactic open architecture,Home & Garden,Furniture,Thompson LLC,203.14,92.57,18.99,3.8,97,True,2022-07-16
671,Proactive directional website,Food & Gourmet,Beverages,"Buckley, Hughes and Evans",40.94,30.18,24.35,4.2,101,True,2022-10-05
672,De-engineered 4thgeneration analyzer,Electronics,Laptops,"Hawkins, Conrad and Freeman",1144.33,734.11,21.63,5.0,190,True,2022-07-25
673,Virtual clear-thinking emulation,Food & Gourmet,Beverages,Clark-Walker,22.93,16.55,23.27,4.6,51,True,2022-06-11
674,Cross-platform user-facing standardization,Books,Non-Fiction,Clay-Miles,18.23,8.33,8.95,5.0,2690,True,2022-08-30
675,Ergonomic client-driven model,Toys & Games,Outdoor Play,Bradford-Mitchell,140.74,56.8,5.23,3.1,415,True,2022-09-26
676,Secured mobile interface,Clothing,Kids' Clothing,May-Vargas,221.41,84.0,12.77,4.8,57,True,2022-03-19
677,Distributed 24/7 secured line,Clothing,Accessories,Blackburn-Cobb,115.4,41.75,20.87,2.7,80,True,2022-12-24
678,Proactive multi-state workforce,Toys & Games,Educational,Blair PLC,130.98,54.44,20.49,3.4,82,False,2022-02-23
679,Triple-buffered zero tolerance task-force,Clothing,Kids' Clothing,Ferrell-Cain,137.71,60.71,0.97,4.6,44,True,2022-10-26
680,Open-architected optimizing system engine,Home & Garden,Furniture,Carter Group,273.98,173.41,8.44,2.2,36,True,2022-03-30
681,Synergistic responsive attitude,Electronics,Cameras,Hines-Trevino,58.97,41.3,16.79,2.8,91,True,2022-09-04
682,Assimilated bifurcated encryption,Clothing,Shoes,Reid Ltd,37.29,20.43,6.71,4.9,119,True,2022-08-05
683,Customizable intermediate solution,Clothing,Kids' Clothing,Lopez-Wilson,193.31,70.54,9.15,4.2,876,True,2022-09-14
684,Re-engineered clear-thinking algorithm,Beauty & Personal Care,Bath & Body,Wilson Group,31.02,9.74,2.32,4.1,243,True,2022-04-13
685,Future-proofed 24/7 utilization,Beauty & Personal Care,Skincare,Morgan Group,90.23,35.36,12.75,4.5,64,True,2022-02-27
686,Quality-focused responsive hardware,Food & Gourmet,Gourmet & Specialty,Jones Ltd,36.77,27.4,23.75,3.8,110,True,2022-10-12
687,Adaptive national focus group,Clothing,Women's Wear,Schroeder-Brown,103.64,47.12,18.32,4.5,29,True,2022-08-02
688,Multi-layered global matrix,Home & Garden,Kitchen,"Cowan, Franco and Hill",405.83,199.02,10.95,5.0,147,True,2022-06-24
689,Upgradable neutral capacity,Clothing,Kids' Clothing,Moore Inc,62.45,30.13,24.8,4.2,117,True,2022-03-30
690,Right-sized bi-directional methodology,Home & Garden,Decor,Mullins-Singh,852.75,503.49,2.26,4.5,152,True,2022-06-08
691,Front-line solution-oriented Internet solution,Food & Gourmet,Organic,"Rodriguez, Boyd and Robertson",25.3,16.23,20.94,3.1,56,True,2022-09-10
692,Reactive stable process improvement,Books,Non-Fiction,Mitchell LLC,30.63,15.11,14.77,3.3,38,True,2022-12-30
693,Sharable motivating hierarchy,Home & Garden,Bedding,Ibarra LLC,559.98,267.11,3.42,3.6,263,True,2022-11-09
694,Digitized heuristic hub,Beauty & Personal Care,Skincare,"Garner, Robles and Rivera",15.01,5.11,4.52,2.6,61,True,2022-08-20
695,Secured client-driven attitude,Home & Garden,Furniture,Garza-Morgan,738.72,373.65,16.46,4.0,68,True,2022-09-02
696,Synergized disintermediate array,Food & Gourmet,Gourmet & Specialty,"Navarro, Knox and Mcdaniel",4.27,2.79,7.89,3.2,117,True,2022-04-26
697,Universal impactful strategy,Beauty & Personal Care,Fragrance,Krause-Ford,124.85,53.4,14.99,4.1,93,True,2022-08-29
698,Vision-oriented methodical capability,Sports & Outdoors,Camping & Hiking,Todd Group,354.23,226.77,4.3,3.2,111,True,2022-10-16
699,Synchronized 6thgeneration middleware,Home & Garden,Bedding,Berry Ltd,846.57,406.83,5.83,2.9,109,False,2022-09-02
700,Multi-tiered eco-centric monitoring,Books,Comics & Graphic Novels,"Perez, Rios and Washington",7.4,3.76,15.49,3.5,171,True,2022-01-21
701,Organized mobile product,Clothing,Shoes,"Gardner, Morrison and Lee",141.83,58.76,23.79,3.7,166,True,2022-09-04
